,dataset,workload,query_index,index_name,index_params,time_s,distcomp,recall,k
7,seismic-256-100m,"Annealing(rc, medium)",8,dstree,,,0.7411672,1.0,10
8,seismic-256-100m,"Annealing(rc, medium)",9,dstree,,,0.9999136,1.0,10
9,seismic-256-100m,"Annealing(rc, medium)",10,dstree,,,0.9995104,1.0,10
0,seismic-256-100m,"Annealing(rc, hard)",1,dstree,,,0.3208596,1.0,10
1,seismic-256-100m,"Annealing(rc, hard)",2,dstree,,,0.999988,1.0,10
2,seismic-256-100m,"Annealing(rc, hard)",3,dstree,,,0.0366506,1.0,10
3,seismic-256-100m,"Annealing(rc, hard)",4,dstree,,,0.5392888,1.0,10
4,seismic-256-100m,"Annealing(rc, hard)",5,dstree,,,0.996874,1.0,10
5,seismic-256-100m,"Annealing(rc, hard)",6,dstree,,,0.7948096,1.0,10
6,seismic-256-100m,"Annealing(rc, hard)",7,dstree,,,0.999988,1.0,10
7,seismic-256-100m,"Annealing(rc, hard)",8,dstree,,,0.7356634,1.0,10
8,seismic-256-100m,"Annealing(rc, hard)",9,dstree,,,0.9999996,1.0,10
9,seismic-256-100m,"Annealing(rc, hard)",10,dstree,,,0.9996258,1.0,10
0,seismic-256-100m,"Annealing(rc, easy)",1,dstree,,,0.549848,1.0,1
1,seismic-256-100m,"Annealing(rc, easy)",2,dstree,,,0.9999996,1.0,1
2,seismic-256-100m,"Annealing(rc, easy)",3,dstree,,,0.7636242,1.0,1
3,seismic-256-100m,"Annealing(rc, easy)",4,dstree,,,0.3093784,1.0,1
4,seismic-256-100m,"Annealing(rc, easy)",5,dstree,,,0.9616336,1.0,1
5,seismic-256-100m,"Annealing(rc, easy)",6,dstree,,,0.484323,1.0,1
6,seismic-256-100m,"Annealing(rc, easy)",7,dstree,,,0.9997948,1.0,1
7,seismic-256-100m,"Annealing(rc, easy)",8,dstree,,,0.3373808,1.0,1
8,seismic-256-100m,"Annealing(rc, easy)",9,dstree,,,0.9990244,1.0,1
9,seismic-256-100m,"Annealing(rc, easy)",10,dstree,,,0.9999996,1.0,1
0,seismic-256-100m,"Annealing(rc, medium)",1,dstree,,,0.9982728,1.0,1
1,seismic-256-100m,"Annealing(rc, medium)",2,dstree,,,0.9659536,1.0,1
2,seismic-256-100m,"Annealing(rc, medium)",3,dstree,,,0.9931348,1.0,1
3,seismic-256-100m,"Annealing(rc, medium)",4,dstree,,,0.9913844,1.0,1
4,seismic-256-100m,"Annealing(rc, medium)",5,dstree,,,0.9710814,1.0,1
5,seismic-256-100m,"Annealing(rc, medium)",6,dstree,,,0.998002,1.0,1
6,seismic-256-100m,"Annealing(rc, medium)",7,dstree,,,0.9727728,1.0,1
7,seismic-256-100m,"Annealing(rc, medium)",8,dstree,,,0.9993312,1.0,1
8,seismic-256-100m,"Annealing(rc, medium)",9,dstree,,,0.9829888,1.0,1
9,seismic-256-100m,"Annealing(rc, medium)",10,dstree,,,0.9776586,1.0,1
0,seismic-256-100m,"Annealing(rc, hard)",1,dstree,,,0.9998064,1.0,1
1,seismic-256-100m,"Annealing(rc, hard)",2,dstree,,,0.999892,1.0,1
2,seismic-256-100m,"Annealing(rc, hard)",3,dstree,,,0.9999138,1.0,1
3,seismic-256-100m,"Annealing(rc, hard)",4,dstree,,,0.9997948,1.0,1
4,seismic-256-100m,"Annealing(rc, hard)",5,dstree,,,0.9997948,1.0,1
5,seismic-256-100m,"Annealing(rc, hard)",6,dstree,,,0.9999996,1.0,1
6,seismic-256-100m,"Annealing(rc, hard)",7,dstree,,,0.9976292,1.0,1
7,seismic-256-100m,"Annealing(rc, hard)",8,dstree,,,0.9999998,1.0,1
8,seismic-256-100m,"Annealing(rc, hard)",9,dstree,,,0.9992358,1.0,1
9,seismic-256-100m,"Annealing(rc, hard)",10,dstree,,,0.9990366,1.0,1
0,rw-256-100m,"Annealing(rc, easy)",1,dstree,,,0.1508246,1.0,10
1,rw-256-100m,"Annealing(rc, easy)",2,dstree,,,0.1717246,1.0,10
2,rw-256-100m,"Annealing(rc, easy)",3,dstree,,,0.3406158,1.0,10
3,rw-256-100m,"Annealing(rc, easy)",4,dstree,,,0.0522452,1.0,10
4,rw-256-100m,"Annealing(rc, easy)",5,dstree,,,0.3267962,1.0,10
5,rw-256-100m,"Annealing(rc, easy)",6,dstree,,,0.187903,1.0,10
6,rw-256-100m,"Annealing(rc, easy)",7,dstree,,,0.1448766,1.0,10
7,rw-256-100m,"Annealing(rc, easy)",8,dstree,,,0.149444,1.0,10
8,rw-256-100m,"Annealing(rc, easy)",9,dstree,,,0.2485138,1.0,10
9,rw-256-100m,"Annealing(rc, easy)",10,dstree,,,0.2564126,1.0,10
0,rw-256-100m,"Annealing(rc, medium)",1,dstree,,,0.7930794,1.0,10
1,rw-256-100m,"Annealing(rc, medium)",2,dstree,,,0.8207614,1.0,10
2,rw-256-100m,"Annealing(rc, medium)",3,dstree,,,0.9425964,1.0,10
3,rw-256-100m,"Annealing(rc, medium)",4,dstree,,,0.9444946,1.0,10
4,rw-256-100m,"Annealing(rc, medium)",5,dstree,,,0.874562,1.0,10
5,rw-256-100m,"Annealing(rc, medium)",6,dstree,,,0.8435348,1.0,10
6,rw-256-100m,"Annealing(rc, medium)",7,dstree,,,0.9422322,1.0,10
7,rw-256-100m,"Annealing(rc, medium)",8,dstree,,,0.9622624,1.0,10
8,rw-256-100m,"Annealing(rc, medium)",9,dstree,,,0.86341,1.0,10
9,rw-256-100m,"Annealing(rc, medium)",10,dstree,,,0.8936384,1.0,10
0,rw-256-100m,"Annealing(rc, hard)",1,dstree,,,0.1387512,1.0,10
1,rw-256-100m,"Annealing(rc, hard)",2,dstree,,,0.1606478,1.0,10
2,rw-256-100m,"Annealing(rc, hard)",3,dstree,,,0.4659678,1.0,10
3,rw-256-100m,"Annealing(rc, hard)",4,dstree,,,0.0578976,1.0,10
4,rw-256-100m,"Annealing(rc, hard)",5,dstree,,,0.440032,1.0,10
5,rw-256-100m,"Annealing(rc, hard)",6,dstree,,,0.2105502,1.0,10
6,rw-256-100m,"Annealing(rc, hard)",7,dstree,,,0.1679868,1.0,10
7,rw-256-100m,"Annealing(rc, hard)",8,dstree,,,0.1186656,1.0,10
8,rw-256-100m,"Annealing(rc, hard)",9,dstree,,,0.3510086,1.0,10
9,rw-256-100m,"Annealing(rc, hard)",10,dstree,,,0.3052496,1.0,10
0,rw-256-100m,"Annealing(rc, easy)",1,dstree,,,0.2474514,1.0,1
1,rw-256-100m,"Annealing(rc, easy)",2,dstree,,,0.2503984,1.0,1
2,rw-256-100m,"Annealing(rc, easy)",3,dstree,,,0.2367236,1.0,1
3,rw-256-100m,"Annealing(rc, easy)",4,dstree,,,0.044319,1.0,1
4,rw-256-100m,"Annealing(rc, easy)",5,dstree,,,0.299687,1.0,1
5,rw-256-100m,"Annealing(rc, easy)",6,dstree,,,0.2453424,1.0,1
6,rw-256-100m,"Annealing(rc, easy)",7,dstree,,,0.0508698,1.0,1
7,rw-256-100m,"Annealing(rc, easy)",8,dstree,,,0.0885184,1.0,1
8,rw-256-100m,"Annealing(rc, easy)",9,dstree,,,0.0116974,1.0,1
9,rw-256-100m,"Annealing(rc, easy)",10,dstree,,,0.084087,1.0,1
0,rw-256-100m,"Annealing(rc, medium)",1,dstree,,,0.8046248,1.0,1
1,rw-256-100m,"Annealing(rc, medium)",2,dstree,,,0.7995706,1.0,1
2,rw-256-100m,"Annealing(rc, medium)",3,dstree,,,0.8045244,1.0,1
3,rw-256-100m,"Annealing(rc, medium)",4,dstree,,,0.898595,1.0,1
4,rw-256-100m,"Annealing(rc, medium)",5,dstree,,,0.7975908,1.0,1
5,rw-256-100m,"Annealing(rc, medium)",6,dstree,,,0.7988544,1.0,1
6,rw-256-100m,"Annealing(rc, medium)",7,dstree,,,0.854507,1.0,1
7,rw-256-100m,"Annealing(rc, medium)",8,dstree,,,0.9194544,1.0,1
8,rw-256-100m,"Annealing(rc, medium)",9,dstree,,,0.8413806,1.0,1
9,rw-256-100m,"Annealing(rc, medium)",10,dstree,,,0.8221016,1.0,1
0,rw-256-100m,"Annealing(rc, hard)",1,dstree,,,1.0,1.0,1
1,rw-256-100m,"Annealing(rc, hard)",2,dstree,,,0.9998342,1.0,1
2,rw-256-100m,"Annealing(rc, hard)",3,dstree,,,1.0,1.0,1
3,rw-256-100m,"Annealing(rc, hard)",4,dstree,,,1.0,1.0,1
4,rw-256-100m,"Annealing(rc, hard)",5,dstree,,,1.0,1.0,1
5,rw-256-100m,"Annealing(rc, hard)",6,dstree,,,1.0,1.0,1
6,rw-256-100m,"Annealing(rc, hard)",7,dstree,,,1.0,1.0,1
7,rw-256-100m,"Annealing(rc, hard)",8,dstree,,,1.0,1.0,1
8,rw-256-100m,"Annealing(rc, hard)",9,dstree,,,1.0,1.0,1
9,rw-256-100m,"Annealing(rc, hard)",10,dstree,,,1.0,1.0,1
0,glove-angular-104-1183514,"SGD(rc, easy)",1,dstree,,,1.0,1.0,10
1,glove-angular-104-1183514,"SGD(rc, easy)",2,dstree,,,1.0,1.0,10
2,glove-angular-104-1183514,"SGD(rc, easy)",3,dstree,,,1.0,1.0,10
3,glove-angular-104-1183514,"SGD(rc, easy)",4,dstree,,,1.0,1.0,10
4,glove-angular-104-1183514,"SGD(rc, easy)",5,dstree,,,1.0,1.0,10
5,glove-angular-104-1183514,"SGD(rc, easy)",6,dstree,,,1.0,1.0,10
6,glove-angular-104-1183514,"SGD(rc, easy)",7,dstree,,,1.0,1.0,10
7,glove-angular-104-1183514,"SGD(rc, easy)",8,dstree,,,1.0,1.0,10
8,glove-angular-104-1183514,"SGD(rc, easy)",9,dstree,,,1.0,1.0,10
9,glove-angular-104-1183514,"SGD(rc, easy)",10,dstree,,,1.0,1.0,10
0,glove-angular-104-1183514,"SGD(rc, medium)",1,dstree,,,1.0,1.0,10
1,glove-angular-104-1183514,"SGD(rc, medium)",2,dstree,,,1.0,1.0,10
2,glove-angular-104-1183514,"SGD(rc, medium)",3,dstree,,,1.0,1.0,10
3,glove-angular-104-1183514,"SGD(rc, medium)",4,dstree,,,1.0,1.0,10
4,glove-angular-104-1183514,"SGD(rc, medium)",5,dstree,,,1.0,1.0,10
5,glove-angular-104-1183514,"SGD(rc, medium)",6,dstree,,,1.0,1.0,10
6,glove-angular-104-1183514,"SGD(rc, medium)",7,dstree,,,1.0,1.0,10
7,glove-angular-104-1183514,"SGD(rc, medium)",8,dstree,,,1.0,1.0,10
8,glove-angular-104-1183514,"SGD(rc, medium)",9,dstree,,,1.0,1.0,10
9,glove-angular-104-1183514,"SGD(rc, medium)",10,dstree,,,1.0,1.0,10
0,glove-angular-104-1183514,"SGD(rc, hard)",1,dstree,,,1.0,1.0,10
1,glove-angular-104-1183514,"SGD(rc, hard)",2,dstree,,,1.0,1.0,10
2,glove-angular-104-1183514,"SGD(rc, hard)",3,dstree,,,1.0,1.0,10
3,glove-angular-104-1183514,"SGD(rc, hard)",4,dstree,,,1.0,1.0,10
4,glove-angular-104-1183514,"SGD(rc, hard)",5,dstree,,,1.0,1.0,10
5,glove-angular-104-1183514,"SGD(rc, hard)",6,dstree,,,1.0,1.0,10
6,glove-angular-104-1183514,"SGD(rc, hard)",7,dstree,,,1.0,1.0,10
7,glove-angular-104-1183514,"SGD(rc, hard)",8,dstree,,,1.0,1.0,10
8,glove-angular-104-1183514,"SGD(rc, hard)",9,dstree,,,1.0,1.0,10
9,glove-angular-104-1183514,"SGD(rc, hard)",10,dstree,,,1.0,1.0,10
0,glove-angular-104-1183514,"SGD(rc, hard+)",1,dstree,,,1.0,1.0,10
1,glove-angular-104-1183514,"SGD(rc, hard+)",2,dstree,,,1.0,1.0,10
2,glove-angular-104-1183514,"SGD(rc, hard+)",3,dstree,,,1.0,1.0,10
3,glove-angular-104-1183514,"SGD(rc, hard+)",4,dstree,,,1.0,1.0,10
4,glove-angular-104-1183514,"SGD(rc, hard+)",5,dstree,,,1.0,1.0,10
5,glove-angular-104-1183514,"SGD(rc, hard+)",6,dstree,,,1.0,1.0,10
6,glove-angular-104-1183514,"SGD(rc, hard+)",7,dstree,,,1.0,1.0,10
7,glove-angular-104-1183514,"SGD(rc, hard+)",8,dstree,,,1.0,1.0,10
8,glove-angular-104-1183514,"SGD(rc, hard+)",9,dstree,,,1.0,1.0,10
9,glove-angular-104-1183514,"SGD(rc, hard+)",10,dstree,,,1.0,1.0,10
0,glove-angular-104-1183514,"SGD(rc, easy)",1,dstree,,,1.0,1.0,1
1,glove-angular-104-1183514,"SGD(rc, easy)",2,dstree,,,1.0,1.0,1
2,glove-angular-104-1183514,"SGD(rc, easy)",3,dstree,,,0.999944233866266,1.0,1
3,glove-angular-104-1183514,"SGD(rc, easy)",4,dstree,,,0.9988576391998742,1.0,1
4,glove-angular-104-1183514,"SGD(rc, easy)",5,dstree,,,1.0,1.0,1
5,glove-angular-104-1183514,"SGD(rc, easy)",6,dstree,,,1.0,1.0,1
6,glove-angular-104-1183514,"SGD(rc, easy)",7,dstree,,,1.0,1.0,1
7,glove-angular-104-1183514,"SGD(rc, easy)",8,dstree,,,1.0,1.0,1
8,glove-angular-104-1183514,"SGD(rc, easy)",9,dstree,,,1.0,1.0,1
9,glove-angular-104-1183514,"SGD(rc, easy)",10,dstree,,,0.9761988451340669,1.0,1
0,glove-angular-104-1183514,"SGD(rc, medium)",1,dstree,,,1.0,1.0,1
1,glove-angular-104-1183514,"SGD(rc, medium)",2,dstree,,,1.0,1.0,1
2,glove-angular-104-1183514,"SGD(rc, medium)",3,dstree,,,1.0,1.0,1
3,glove-angular-104-1183514,"SGD(rc, medium)",4,dstree,,,1.0,1.0,1
4,glove-angular-104-1183514,"SGD(rc, medium)",5,dstree,,,1.0,1.0,1
5,glove-angular-104-1183514,"SGD(rc, medium)",6,dstree,,,1.0,1.0,1
6,glove-angular-104-1183514,"SGD(rc, medium)",7,dstree,,,1.0,1.0,1
7,glove-angular-104-1183514,"SGD(rc, medium)",8,dstree,,,1.0,1.0,1
8,glove-angular-104-1183514,"SGD(rc, medium)",9,dstree,,,1.0,1.0,1
9,glove-angular-104-1183514,"SGD(rc, medium)",10,dstree,,,0.9919130656671572,1.0,1
0,glove-angular-104-1183514,"SGD(rc, hard)",1,dstree,,,1.0,1.0,1
1,glove-angular-104-1183514,"SGD(rc, hard)",2,dstree,,,1.0,1.0,1
2,glove-angular-104-1183514,"SGD(rc, hard)",3,dstree,,,1.0,1.0,1
3,glove-angular-104-1183514,"SGD(rc, hard)",4,dstree,,,1.0,1.0,1
4,glove-angular-104-1183514,"SGD(rc, hard)",5,dstree,,,1.0,1.0,1
5,glove-angular-104-1183514,"SGD(rc, hard)",6,dstree,,,1.0,1.0,1
6,glove-angular-104-1183514,"SGD(rc, hard)",7,dstree,,,1.0,1.0,1
7,glove-angular-104-1183514,"SGD(rc, hard)",8,dstree,,,1.0,1.0,1
8,glove-angular-104-1183514,"SGD(rc, hard)",9,dstree,,,1.0,1.0,1
9,glove-angular-104-1183514,"SGD(rc, hard)",10,dstree,,,1.0,1.0,1
0,glove-angular-104-1183514,"SGD(rc, hard+)",1,dstree,,,1.0,1.0,1
1,glove-angular-104-1183514,"SGD(rc, hard+)",2,dstree,,,1.0,1.0,1
2,glove-angular-104-1183514,"SGD(rc, hard+)",3,dstree,,,1.0,1.0,1
3,glove-angular-104-1183514,"SGD(rc, hard+)",4,dstree,,,1.0,1.0,1
4,glove-angular-104-1183514,"SGD(rc, hard+)",5,dstree,,,1.0,1.0,1
5,glove-angular-104-1183514,"SGD(rc, hard+)",6,dstree,,,1.0,1.0,1
6,glove-angular-104-1183514,"SGD(rc, hard+)",7,dstree,,,1.0,1.0,1
7,glove-angular-104-1183514,"SGD(rc, hard+)",8,dstree,,,1.0,1.0,1
8,glove-angular-104-1183514,"SGD(rc, hard+)",9,dstree,,,1.0,1.0,1
9,glove-angular-104-1183514,"SGD(rc, hard+)",10,dstree,,,1.0,1.0,1
0,nytimes-angular-256-289761,"SGD(rc, easy)",1,dstree,,,1.0,1.0,10
1,nytimes-angular-256-289761,"SGD(rc, easy)",2,dstree,,,1.0,1.0,10
2,nytimes-angular-256-289761,"SGD(rc, easy)",3,dstree,,,1.0,1.0,10
3,nytimes-angular-256-289761,"SGD(rc, easy)",4,dstree,,,1.0,1.0,10
4,nytimes-angular-256-289761,"SGD(rc, easy)",5,dstree,,,1.0,1.0,10
5,nytimes-angular-256-289761,"SGD(rc, easy)",6,dstree,,,1.0,1.0,10
6,nytimes-angular-256-289761,"SGD(rc, easy)",7,dstree,,,1.0,1.0,10
7,nytimes-angular-256-289761,"SGD(rc, easy)",8,dstree,,,1.0,1.0,10
8,nytimes-angular-256-289761,"SGD(rc, easy)",9,dstree,,,1.0,1.0,10
9,nytimes-angular-256-289761,"SGD(rc, easy)",10,dstree,,,1.0,1.0,10
0,nytimes-angular-256-289761,"SGD(rc, medium)",1,dstree,,,1.0,1.0,10
1,nytimes-angular-256-289761,"SGD(rc, medium)",2,dstree,,,1.0,1.0,10
2,nytimes-angular-256-289761,"SGD(rc, medium)",3,dstree,,,1.0,1.0,10
3,nytimes-angular-256-289761,"SGD(rc, medium)",4,dstree,,,1.0,1.0,10
4,nytimes-angular-256-289761,"SGD(rc, medium)",5,dstree,,,1.0,1.0,10
5,nytimes-angular-256-289761,"SGD(rc, medium)",6,dstree,,,1.0,1.0,10
6,nytimes-angular-256-289761,"SGD(rc, medium)",7,dstree,,,1.0,1.0,10
7,nytimes-angular-256-289761,"SGD(rc, medium)",8,dstree,,,1.0,1.0,10
8,nytimes-angular-256-289761,"SGD(rc, medium)",9,dstree,,,1.0,1.0,10
9,nytimes-angular-256-289761,"SGD(rc, medium)",10,dstree,,,1.0,1.0,10
0,nytimes-angular-256-289761,"SGD(rc, hard)",1,dstree,,,1.0,1.0,10
1,nytimes-angular-256-289761,"SGD(rc, hard)",2,dstree,,,1.0,1.0,10
2,nytimes-angular-256-289761,"SGD(rc, hard)",3,dstree,,,1.0,1.0,10
3,nytimes-angular-256-289761,"SGD(rc, hard)",4,dstree,,,1.0,1.0,10
4,nytimes-angular-256-289761,"SGD(rc, hard)",5,dstree,,,1.0,1.0,10
5,nytimes-angular-256-289761,"SGD(rc, hard)",6,dstree,,,1.0,1.0,10
6,nytimes-angular-256-289761,"SGD(rc, hard)",7,dstree,,,1.0,1.0,10
7,nytimes-angular-256-289761,"SGD(rc, hard)",8,dstree,,,1.0,1.0,10
8,nytimes-angular-256-289761,"SGD(rc, hard)",9,dstree,,,1.0,1.0,10
9,nytimes-angular-256-289761,"SGD(rc, hard)",10,dstree,,,1.0,1.0,10
0,nytimes-angular-256-289761,"SGD(rc, hard+)",1,dstree,,,1.0,1.0,10
1,nytimes-angular-256-289761,"SGD(rc, hard+)",2,dstree,,,1.0,1.0,10
2,nytimes-angular-256-289761,"SGD(rc, hard+)",3,dstree,,,1.0,1.0,10
3,nytimes-angular-256-289761,"SGD(rc, hard+)",4,dstree,,,1.0,1.0,10
4,nytimes-angular-256-289761,"SGD(rc, hard+)",5,dstree,,,1.0,1.0,10
5,nytimes-angular-256-289761,"SGD(rc, hard+)",6,dstree,,,1.0,1.0,10
6,nytimes-angular-256-289761,"SGD(rc, hard+)",7,dstree,,,1.0,1.0,10
7,nytimes-angular-256-289761,"SGD(rc, hard+)",8,dstree,,,1.0,1.0,10
8,nytimes-angular-256-289761,"SGD(rc, hard+)",9,dstree,,,1.0,1.0,10
9,nytimes-angular-256-289761,"SGD(rc, hard+)",10,dstree,,,1.0,1.0,10
0,nytimes-angular-256-289761,"SGD(rc, easy)",1,dstree,,,1.0,1.0,1
1,nytimes-angular-256-289761,"SGD(rc, easy)",2,dstree,,,0.9981536507673564,1.0,1
2,nytimes-angular-256-289761,"SGD(rc, easy)",3,dstree,,,1.0,1.0,1
3,nytimes-angular-256-289761,"SGD(rc, easy)",4,dstree,,,0.9998792107978643,1.0,1
4,nytimes-angular-256-289761,"SGD(rc, easy)",5,dstree,,,1.0,1.0,1
5,nytimes-angular-256-289761,"SGD(rc, easy)",6,dstree,,,0.9813777561507588,1.0,1
6,nytimes-angular-256-289761,"SGD(rc, easy)",7,dstree,,,1.0,1.0,1
7,nytimes-angular-256-289761,"SGD(rc, easy)",8,dstree,,,0.9354088369380282,1.0,1
8,nytimes-angular-256-289761,"SGD(rc, easy)",9,dstree,,,1.0,1.0,1
9,nytimes-angular-256-289761,"SGD(rc, easy)",10,dstree,,,0.9632007067893884,1.0,1
0,nytimes-angular-256-289761,"SGD(rc, medium)",1,dstree,,,1.0,1.0,1
1,nytimes-angular-256-289761,"SGD(rc, medium)",2,dstree,,,0.9981536507673564,1.0,1
2,nytimes-angular-256-289761,"SGD(rc, medium)",3,dstree,,,1.0,1.0,1
3,nytimes-angular-256-289761,"SGD(rc, medium)",4,dstree,,,0.9998792107978643,1.0,1
4,nytimes-angular-256-289761,"SGD(rc, medium)",5,dstree,,,1.0,1.0,1
5,nytimes-angular-256-289761,"SGD(rc, medium)",6,dstree,,,0.9813777561507588,1.0,1
6,nytimes-angular-256-289761,"SGD(rc, medium)",7,dstree,,,1.0,1.0,1
7,nytimes-angular-256-289761,"SGD(rc, medium)",8,dstree,,,0.9354088369380282,1.0,1
8,nytimes-angular-256-289761,"SGD(rc, medium)",9,dstree,,,1.0,1.0,1
9,nytimes-angular-256-289761,"SGD(rc, medium)",10,dstree,,,0.9632007067893884,1.0,1
0,nytimes-angular-256-289761,"SGD(rc, hard)",1,dstree,,,1.0,1.0,1
1,nytimes-angular-256-289761,"SGD(rc, hard)",2,dstree,,,0.9981536507673564,1.0,1
2,nytimes-angular-256-289761,"SGD(rc, hard)",3,dstree,,,1.0,1.0,1
3,nytimes-angular-256-289761,"SGD(rc, hard)",4,dstree,,,0.9998792107978643,1.0,1
4,nytimes-angular-256-289761,"SGD(rc, hard)",5,dstree,,,1.0,1.0,1
5,nytimes-angular-256-289761,"SGD(rc, hard)",6,dstree,,,0.9813777561507588,1.0,1
6,nytimes-angular-256-289761,"SGD(rc, hard)",7,dstree,,,1.0,1.0,1
7,nytimes-angular-256-289761,"SGD(rc, hard)",8,dstree,,,0.9354088369380282,1.0,1
8,nytimes-angular-256-289761,"SGD(rc, hard)",9,dstree,,,1.0,1.0,1
9,nytimes-angular-256-289761,"SGD(rc, hard)",10,dstree,,,0.9632007067893884,1.0,1
0,nytimes-angular-256-289761,"SGD(rc, hard+)",1,dstree,,,1.0,1.0,1
1,nytimes-angular-256-289761,"SGD(rc, hard+)",2,dstree,,,0.9981536507673564,1.0,1
2,nytimes-angular-256-289761,"SGD(rc, hard+)",3,dstree,,,1.0,1.0,1
3,nytimes-angular-256-289761,"SGD(rc, hard+)",4,dstree,,,0.9998792107978643,1.0,1
4,nytimes-angular-256-289761,"SGD(rc, hard+)",5,dstree,,,1.0,1.0,1
5,nytimes-angular-256-289761,"SGD(rc, hard+)",6,dstree,,,0.9813777561507588,1.0,1
6,nytimes-angular-256-289761,"SGD(rc, hard+)",7,dstree,,,1.0,1.0,1
7,nytimes-angular-256-289761,"SGD(rc, hard+)",8,dstree,,,0.9354088369380282,1.0,1
8,nytimes-angular-256-289761,"SGD(rc, hard+)",9,dstree,,,1.0,1.0,1
9,nytimes-angular-256-289761,"SGD(rc, hard+)",10,dstree,,,0.9632007067893884,1.0,1
0,sald-128-100m,"SGD(rc, easy)",1,dstree,,,0.2439036,1.0,10
1,sald-128-100m,"SGD(rc, easy)",2,dstree,,,0.1675168,1.0,10
2,sald-128-100m,"SGD(rc, easy)",3,dstree,,,0.742087,1.0,10
3,sald-128-100m,"SGD(rc, easy)",4,dstree,,,0.5474922,1.0,10
4,sald-128-100m,"SGD(rc, easy)",5,dstree,,,0.3845852,1.0,10
5,sald-128-100m,"SGD(rc, easy)",6,dstree,,,0.4497106,1.0,10
6,sald-128-100m,"SGD(rc, easy)",7,dstree,,,0.2673592,1.0,10
7,sald-128-100m,"SGD(rc, easy)",8,dstree,,,0.5805328,1.0,10
8,sald-128-100m,"SGD(rc, easy)",9,dstree,,,0.2055448,1.0,10
9,sald-128-100m,"SGD(rc, easy)",10,dstree,,,0.3992272,1.0,10
0,sald-128-100m,"SGD(rc, medium)",1,dstree,,,0.9999166,1.0,10
1,sald-128-100m,"SGD(rc, medium)",2,dstree,,,0.9999914,1.0,10
2,sald-128-100m,"SGD(rc, medium)",3,dstree,,,0.9999914,1.0,10
3,sald-128-100m,"SGD(rc, medium)",4,dstree,,,1.0,1.0,10
4,sald-128-100m,"SGD(rc, medium)",5,dstree,,,0.9999918,1.0,10
5,sald-128-100m,"SGD(rc, medium)",6,dstree,,,0.9999914,1.0,10
6,sald-128-100m,"SGD(rc, medium)",7,dstree,,,0.9999922,1.0,10
7,sald-128-100m,"SGD(rc, medium)",8,dstree,,,0.9999914,1.0,10
8,sald-128-100m,"SGD(rc, medium)",9,dstree,,,1.0,1.0,10
9,sald-128-100m,"SGD(rc, medium)",10,dstree,,,1.0,1.0,10
0,sald-128-100m,"SGD(rc, hard)",1,dstree,,,0.9999914,1.0,10
1,sald-128-100m,"SGD(rc, hard)",2,dstree,,,0.9999974,1.0,10
2,sald-128-100m,"SGD(rc, hard)",3,dstree,,,0.9999918,1.0,10
3,sald-128-100m,"SGD(rc, hard)",4,dstree,,,0.9999914,1.0,10
4,sald-128-100m,"SGD(rc, hard)",5,dstree,,,0.9999914,1.0,10
5,sald-128-100m,"SGD(rc, hard)",6,dstree,,,0.9999914,1.0,10
6,sald-128-100m,"SGD(rc, hard)",7,dstree,,,0.9999918,1.0,10
7,sald-128-100m,"SGD(rc, hard)",8,dstree,,,0.9999922,1.0,10
8,sald-128-100m,"SGD(rc, hard)",9,dstree,,,0.9999914,1.0,10
9,sald-128-100m,"SGD(rc, hard)",10,dstree,,,0.9999914,1.0,10
0,sald-128-100m,"SGD(rc, hard+)",1,dstree,,,0.9999914,1.0,10
1,sald-128-100m,"SGD(rc, hard+)",2,dstree,,,0.9999974,1.0,10
2,sald-128-100m,"SGD(rc, hard+)",3,dstree,,,0.9999918,1.0,10
3,sald-128-100m,"SGD(rc, hard+)",4,dstree,,,0.9999914,1.0,10
4,sald-128-100m,"SGD(rc, hard+)",5,dstree,,,0.9999918,1.0,10
5,sald-128-100m,"SGD(rc, hard+)",6,dstree,,,0.9999914,1.0,10
6,sald-128-100m,"SGD(rc, hard+)",7,dstree,,,0.9999918,1.0,10
7,sald-128-100m,"SGD(rc, hard+)",8,dstree,,,0.9999922,1.0,10
8,sald-128-100m,"SGD(rc, hard+)",9,dstree,,,0.9999914,1.0,10
9,sald-128-100m,"SGD(rc, hard+)",10,dstree,,,0.9999914,1.0,10
0,sald-128-100m,"SGD(rc, easy)",1,dstree,,,0.129076,1.0,1
1,sald-128-100m,"SGD(rc, easy)",2,dstree,,,0.3100664,1.0,1
2,sald-128-100m,"SGD(rc, easy)",3,dstree,,,0.2399068,1.0,1
3,sald-128-100m,"SGD(rc, easy)",4,dstree,,,0.064803,1.0,1
4,sald-128-100m,"SGD(rc, easy)",5,dstree,,,0.2844656,1.0,1
5,sald-128-100m,"SGD(rc, easy)",6,dstree,,,0.250591,1.0,1
6,sald-128-100m,"SGD(rc, easy)",7,dstree,,,0.1876408,1.0,1
7,sald-128-100m,"SGD(rc, easy)",8,dstree,,,0.4240696,1.0,1
8,sald-128-100m,"SGD(rc, easy)",9,dstree,,,0.1277854,1.0,1
9,sald-128-100m,"SGD(rc, easy)",10,dstree,,,0.4614124,1.0,1
0,sald-128-100m,"SGD(rc, medium)",1,dstree,,,0.9997708,1.0,1
1,sald-128-100m,"SGD(rc, medium)",2,dstree,,,0.9977114,1.0,1
2,sald-128-100m,"SGD(rc, medium)",3,dstree,,,0.9997556,1.0,1
