dataset,workload,query_index,index_name,target_recall,index_params,time_s,distcomp,recall
sald-128-100m,File(sald-128-1k),534,faiss_hnsw,0.95,"{""efSearch"": 32, ""index_params"": ""HNSW32""}",0.011629080772399903,0.0002176,1.0
sald-128-100m,File(sald-128-1k),535,faiss_hnsw,0.95,"{""efSearch"": 256, ""index_params"": ""HNSW32""}",0.007749438285827637,0.0014106,1.0
sald-128-100m,File(sald-128-1k),536,faiss_hnsw,0.95,"{""efSearch"": 16, ""index_params"": ""HNSW32""}",0.003885650634765625,0.0001536,1.0
sald-128-100m,File(sald-128-1k),537,faiss_hnsw,0.95,"{""efSearch"": 4, ""index_params"": ""HNSW32""}",0.004249048233032226,5.02e-05,1.0
sald-128-100m,File(sald-128-1k),538,faiss_hnsw,0.95,"{""efSearch"": 64, ""index_params"": ""HNSW32""}",0.004106640815734863,0.00049,1.0
sald-128-100m,File(sald-128-1k),539,faiss_hnsw,0.95,"{""efSearch"": 64, ""index_params"": ""HNSW32""}",0.004106378555297852,0.0003838,1.0
sald-128-100m,File(sald-128-1k),540,faiss_hnsw,0.95,"{""efSearch"": 32, ""index_params"": ""HNSW32""}",0.0038743019104003906,0.0002126,1.0
sald-128-100m,File(sald-128-1k),541,faiss_hnsw,0.95,"{""efSearch"": 8, ""index_params"": ""HNSW32""}",0.01188819408416748,6.08e-05,1.0
sald-128-100m,File(sald-128-1k),542,faiss_hnsw,0.95,"{""efSearch"": 16, ""index_params"": ""HNSW32""}",0.008747386932373046,0.0001002,1.0
sald-128-100m,File(sald-128-1k),543,faiss_hnsw,0.95,"{""efSearch"": 4, ""index_params"": ""HNSW32""}",0.00621638298034668,6.36e-05,1.0
sald-128-100m,File(sald-128-1k),544,faiss_hnsw,0.95,"{""efSearch"": 16384, ""index_params"": ""HNSW32""}",0.6263480424880982,0.0304982,1.0
sald-128-100m,File(sald-128-1k),545,faiss_hnsw,0.95,"{""efSearch"": 64, ""index_params"": ""HNSW32""}",0.003554534912109375,0.000416,1.0
sald-128-100m,File(sald-128-1k),546,faiss_hnsw,0.95,"{""efSearch"": 32, ""index_params"": ""HNSW32""}",0.0031115055084228516,0.0002066,1.0
sald-128-100m,File(sald-128-1k),547,faiss_hnsw,0.95,"{""efSearch"": 64, ""index_params"": ""HNSW32""}",0.003343343734741211,0.0004196,1.0
sald-128-100m,File(sald-128-1k),548,faiss_hnsw,0.95,"{""efSearch"": 16, ""index_params"": ""HNSW32""}",0.010720276832580566,0.000151,1.0
sald-128-100m,File(sald-128-1k),549,faiss_hnsw,0.95,"{""efSearch"": 16, ""index_params"": ""HNSW32""}",0.0030696868896484377,9.7e-05,1.0
sald-128-100m,File(sald-128-1k),550,faiss_hnsw,0.95,"{""efSearch"": 16384, ""index_params"": ""HNSW32""}",0.6490071773529053,0.0562566,1.0
sald-128-100m,File(sald-128-1k),551,faiss_hnsw,0.95,"{""efSearch"": 8, ""index_params"": ""HNSW32""}",0.0035073280334472655,4.72e-05,1.0
sald-128-100m,File(sald-128-1k),552,faiss_hnsw,0.95,"{""efSearch"": 32, ""index_params"": ""HNSW32""}",0.0036075353622436524,0.0001766,1.0
sald-128-100m,File(sald-128-1k),553,faiss_hnsw,0.95,"{""efSearch"": 1024, ""index_params"": ""HNSW32""}",0.011942362785339356,0.005384,1.0
sald-128-100m,File(sald-128-1k),554,faiss_hnsw,0.95,"{""efSearch"": 32, ""index_params"": ""HNSW32""}",0.010477995872497559,0.000153,1.0
sald-128-100m,File(sald-128-1k),555,faiss_hnsw,0.95,"{""efSearch"": 16, ""index_params"": ""HNSW32""}",0.0036530494689941406,0.0001454,1.0
sald-128-100m,File(sald-128-1k),556,faiss_hnsw,0.95,"{""efSearch"": 8, ""index_params"": ""HNSW32""}",0.0036988258361816406,4.84e-05,1.0
sald-128-100m,File(sald-128-1k),557,faiss_hnsw,0.95,"{""efSearch"": 1024, ""index_params"": ""HNSW32""}",0.011686205863952637,0.0053268,1.0
sald-128-100m,File(sald-128-1k),558,faiss_hnsw,0.95,"{""efSearch"": 8192, ""index_params"": ""HNSW32""}",0.18445286750793458,0.0182356,1.0
sald-128-100m,File(sald-128-1k),559,faiss_hnsw,0.95,"{""efSearch"": 64, ""index_params"": ""HNSW32""}",0.004368090629577636,0.0004248,1.0
sald-128-100m,File(sald-128-1k),560,faiss_hnsw,0.95,"{""efSearch"": 16, ""index_params"": ""HNSW32""}",0.0038492679595947266,0.000144,1.0
sald-128-100m,File(sald-128-1k),561,faiss_hnsw,0.95,"{""efSearch"": 8, ""index_params"": ""HNSW32""}",0.003685474395751953,4.78e-05,1.0
sald-128-100m,File(sald-128-1k),562,faiss_hnsw,0.95,"{""efSearch"": 32, ""index_params"": ""HNSW32""}",0.010981273651123048,0.0001792,1.0
sald-128-100m,File(sald-128-1k),563,faiss_hnsw,0.95,"{""efSearch"": 16, ""index_params"": ""HNSW32""}",0.011945605278015137,0.0001586,1.0
sald-128-100m,File(sald-128-1k),564,faiss_hnsw,0.95,"{""efSearch"": 128, ""index_params"": ""HNSW32""}",0.0070574283599853516,0.0008116,1.0
sald-128-100m,File(sald-128-1k),565,faiss_hnsw,0.95,"{""efSearch"": 128, ""index_params"": ""HNSW32""}",0.0049872159957885746,0.0007098,1.0
sald-128-100m,File(sald-128-1k),566,faiss_hnsw,0.95,"{""efSearch"": 64, ""index_params"": ""HNSW32""}",0.004378366470336914,0.0004146,1.0
sald-128-100m,File(sald-128-1k),567,faiss_hnsw,0.95,"{""efSearch"": 32, ""index_params"": ""HNSW32""}",0.004177737236022949,0.0003092,1.0
sald-128-100m,File(sald-128-1k),568,faiss_hnsw,0.95,"{""efSearch"": 32, ""index_params"": ""HNSW32""}",0.004644370079040528,0.0002318,1.0
sald-128-100m,File(sald-128-1k),569,faiss_hnsw,0.95,"{""efSearch"": 32, ""index_params"": ""HNSW32""}",0.0102858304977417,0.0002312,1.0
sald-128-100m,File(sald-128-1k),570,faiss_hnsw,0.95,"{""efSearch"": 4, ""index_params"": ""HNSW32""}",0.012488293647766113,4.14e-05,1.0
sald-128-100m,File(sald-128-1k),571,faiss_hnsw,0.95,"{""efSearch"": 64, ""index_params"": ""HNSW32""}",0.011774396896362305,0.000412,1.0
sald-128-100m,File(sald-128-1k),572,faiss_hnsw,0.95,"{""efSearch"": 8, ""index_params"": ""HNSW32""}",0.011370205879211425,5.4e-05,1.0
sald-128-100m,File(sald-128-1k),573,faiss_hnsw,0.95,"{""efSearch"": 32, ""index_params"": ""HNSW32""}",0.006148815155029297,0.000241,1.0
sald-128-100m,File(sald-128-1k),574,faiss_hnsw,0.95,"{""efSearch"": 256, ""index_params"": ""HNSW32""}",0.005695128440856933,0.0013176,1.0
sald-128-100m,File(sald-128-1k),575,faiss_hnsw,0.95,"{""efSearch"": 128, ""index_params"": ""HNSW32""}",0.004790377616882324,0.0008172,1.0
sald-128-100m,File(sald-128-1k),576,faiss_hnsw,0.95,"{""efSearch"": 128, ""index_params"": ""HNSW32""}",0.004419088363647461,0.000587,1.0
sald-128-100m,File(sald-128-1k),577,faiss_hnsw,0.95,"{""efSearch"": 128, ""index_params"": ""HNSW32""}",0.004852890968322754,0.0007138,1.0
